playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
David Wright,NYM,581,.306,.391,.492,.883
Daniel Murphy,NYM,571,.291,.332,.403,.735
Ike Davis,NYM,519,.227,.308,.462,.770
Rubén Tejada,NYM,464,.289,.333,.351,.684
Lucas Duda,NYM,401,.239,.329,.389,.718
Scott Hairston,NYM,377,.263,.299,.504,.803
Andres Torres,NYM,374,.230,.327,.337,.664
Josh Thole,NYM,321,.234,.294,.290,.584
Kirk Nieuwenhuis,NYM,282,.252,.315,.376,.691
Kelly Shoppach,NYM,219,.233,.309,.425,.734
Jason Bay,NYM,194,.165,.237,.299,.536
