playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Nick Markakis,ATL,612,.296,.370,.376,.746
Andrelton Simmons,ATL,535,.265,.321,.338,.659
Jace Peterson,ATL,528,.239,.314,.335,.649
Cameron Maybin,ATL,505,.267,.327,.370,.697
Michael Bourn,ATL,425,.238,.310,.282,.592
Freddie Freeman,ATL,416,.276,.370,.471,.841
A.J. Pierzynski,ATL,407,.300,.339,.430,.769
Nick Swisher,ATL,219,.196,.312,.320,.632
Adonis García,ATL,191,.277,.293,.497,.790
Christian Bethancourt,ATL,155,.200,.225,.290,.515
Pedro Ciriaco,ATL,142,.261,.275,.352,.627
