playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Neil Walker,PIT,596,.273,.334,.408,.742
Andrew McCutchen,PIT,572,.259,.364,.456,.820
Ryan Ludwick,PIT,490,.237,.310,.363,.673
Derrek Lee,PIT,435,.267,.325,.446,.771
Garrett Jones,PIT,423,.243,.321,.433,.754
Ronny Cedeno,PIT,413,.249,.297,.339,.636
Jose Tabata,PIT,334,.266,.349,.362,.711
Brandon Wood,PIT,250,.216,.270,.340,.610
Xavier Paul,PIT,243,.255,.292,.346,.638
Pedro Álvarez,PIT,235,.191,.272,.289,.561
Ryan Doumit,PIT,218,.303,.353,.477,.830
