playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Miguel Cabrera,DET,493,.282,.346,.398,.744
Niko Goodrum,DET,423,.248,.322,.421,.743
Brandon Dixon,DET,391,.248,.290,.435,.725
Christin Stewart,DET,369,.233,.305,.388,.693
Harold Castro,DET,354,.291,.305,.384,.689
Jeimer Candelario,DET,335,.203,.306,.337,.643
John Hicks,DET,319,.210,.240,.379,.619
JaCoby Jones,DET,298,.235,.310,.430,.740
Victor Reyes,DET,276,.304,.336,.431,.767
Ronny Rodríguez,DET,276,.221,.252,.438,.690
Dawel Lugo,DET,273,.245,.271,.381,.652
