playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Kevin Gausman,TOR,185.0,3.16,1.18,237,12
Chris Bassitt,TOR,200.0,3.60,1.18,186,16
José Berríos,TOR,189.2,3.65,1.19,184,11
Yusei Kikuchi,TOR,167.2,3.86,1.27,181,11
Trevor Richards,TOR,72.2,4.95,1.35,105,2
Jordan Hicks,TOR,65.2,3.29,1.36,81,3
Yimi García,TOR,66.0,4.09,1.24,79,3
Alek Manoah,TOR,87.1,5.87,1.74,79,3
Erik Swanson,TOR,66.2,2.97,1.10,75,4
Jordan Romano,TOR,59.0,2.90,1.22,72,5
