playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Derek Jeter,NYY,663,.270,.340,.370,.710
Robinson Canó,NYY,626,.319,.381,.534,.915
Mark Teixeira,NYY,601,.256,.365,.481,.846
Nick Swisher,NYY,566,.288,.359,.511,.870
Alex Rodriguez,NYY,522,.270,.341,.506,.847
Brett Gardner,NYY,477,.277,.383,.379,.762
Curtis Granderson,NYY,466,.247,.324,.468,.792
Lance Berkman,NYY,404,.248,.368,.413,.781
Austin Kearns,NYY,403,.263,.351,.395,.746
Jorge Posada,NYY,383,.248,.357,.454,.811
Francisco Cervelli,NYY,266,.271,.359,.335,.694
