playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Jacob deGrom,NYM,217.0,1.70,0.91,269,10
Zack Wheeler,NYM,182.1,3.31,1.12,179,12
Noah Syndergaard,NYM,154.1,3.03,1.21,155,13
Steven Matz,NYM,154.0,3.97,1.25,152,5
Seth Lugo,NYM,101.1,2.66,1.08,103,3
Jason Vargas,NYM,92.0,5.77,1.41,84,7
Robert Gsellman,NYM,80.0,4.28,1.30,70,6
Paul Sewald,NYM,56.1,6.07,1.51,58,0
Corey Oswalt,NYM,64.2,5.85,1.38,45,3
Jerry Blevins,NYM,42.2,4.85,1.36,41,3
