playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Jeff Samardzija,CHC,213.2,4.34,1.35,214,8
Travis Wood,CHC,200.0,3.11,1.15,144,9
Edwin Jackson,CHC,175.1,4.98,1.46,135,8
Carlos Villanueva,CHC,128.2,4.06,1.22,103,7
Justin Grimm,CHC,98.0,5.97,1.57,76,7
Pedro Strop,CHC,57.1,4.55,1.24,66,2
Jake Arrieta,CHC,75.1,4.78,1.33,60,5
Kevin Gregg,CHC,62.0,3.48,1.37,56,2
Blake Parker,CHC,46.1,2.72,1.17,55,1
Héctor Rondón,CHC,54.2,4.77,1.41,44,2
