playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Rafael Devers,BOS,591,.279,.352,.538,.890
J.D. Martinez,BOS,570,.286,.349,.518,.867
Alex Verdugo,BOS,544,.289,.351,.426,.777
Xander Bogaerts,BOS,529,.295,.370,.493,.863
Hunter Renfroe,BOS,521,.259,.315,.501,.816
Enrique Hernández,BOS,508,.250,.337,.449,.786
Jose Iglesias,BOS,483,.271,.309,.391,.700
Christian Vázquez,BOS,458,.258,.308,.352,.660
Bobby Dalbec,BOS,417,.240,.298,.494,.792
Kyle Schwarber,BOS,399,.266,.374,.554,.928
Travis Shaw,BOS,220,.200,.286,.373,.659
