playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
C.J. Wilson,LAA,212.1,3.39,1.34,188,17
Jered Weaver,LAA,154.1,3.27,1.14,117,11
Jason Vargas,LAA,150.0,4.02,1.39,109,9
Joe Blanton,LAA,132.2,6.04,1.61,108,2
Jerome Williams,LAA,169.1,4.57,1.39,107,9
Garrett Richards,LAA,145.0,4.16,1.34,101,7
Ernesto Frieri,LAA,68.2,3.80,1.24,98,2
Dane De La Rosa,LAA,72.1,2.86,1.16,65,6
Tommy Hanson,LAA,73.0,5.42,1.55,56,4
Michael Kohn,LAA,53.0,3.74,1.32,52,1
