playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Jeff Francoeur,ATL,642,.293,.338,.444,.782
Andruw Jones,ATL,572,.222,.311,.413,.724
Kelly Johnson,ATL,521,.276,.375,.457,.832
Chipper Jones Jr.,ATL,513,.337,.425,.604,1.029
Brian McCann,ATL,504,.270,.320,.452,.772
Mark Teixeira,ATL,494,.306,.400,.563,.963
Edgar Renteria,ATL,494,.332,.390,.470,.860
Matt Diaz,ATL,358,.338,.368,.497,.865
Willie Harris,ATL,344,.270,.349,.392,.741
Yunel Escobar,ATL,319,.326,.385,.451,.836
Scott Thorman,ATL,287,.216,.258,.394,.652
