playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Manny Machado,BAL,633,.286,.359,.502,.861
Chris Davis,BAL,573,.262,.361,.562,.923
Gerardo Parra,BAL,547,.291,.328,.452,.780
Adam Jones,BAL,546,.269,.308,.474,.782
J.J. Hardy,BAL,411,.219,.253,.311,.564
Jimmy Paredes,BAL,363,.275,.310,.416,.726
Caleb Joseph,BAL,320,.234,.299,.394,.693
Jonathan Schoop,BAL,305,.279,.306,.482,.788
Steve Pearce,BAL,294,.218,.289,.422,.711
Ryan Flaherty,BAL,267,.202,.281,.356,.637
Matt Wieters,BAL,258,.267,.319,.422,.741
