playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Bo Bichette,TOR,652,.290,.333,.469,.802
Vladimir Guerrero Jr.,TOR,638,.274,.339,.480,.819
Matt Chapman,TOR,538,.229,.324,.433,.757
George Springer,TOR,513,.267,.342,.472,.814
Whit Merrifield,TOR,504,.250,.298,.375,.673
Teoscar Hernández,TOR,499,.267,.316,.491,.807
Alejandro Kirk,TOR,470,.285,.372,.415,.787
Lourdes Gurriel Jr.,TOR,453,.291,.343,.400,.743
Santiago Espinal,TOR,449,.267,.322,.370,.692
Raimel Tapia,TOR,411,.265,.292,.380,.672
Jackie Bradley Jr.,TOR,344,.203,.255,.311,.566
