playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Tommy Edman,STL,641,.262,.308,.387,.695
Paul Goldschmidt,STL,603,.294,.365,.514,.879
Nolan Arenado,STL,593,.255,.312,.494,.806
Dylan Carlson,STL,542,.266,.343,.437,.780
Tyler O'Neill,STL,482,.286,.352,.560,.912
Yadier Molina,STL,440,.252,.297,.370,.667
Harrison Bader,STL,367,.267,.324,.460,.784
Paul DeJong,STL,356,.197,.284,.390,.674
Edmundo Sosa,STL,288,.271,.346,.389,.735
Matt Carpenter,STL,207,.169,.305,.275,.580
Andrew Knizner,STL,161,.174,.281,.236,.517
