playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Erik Bedard,HOU,151.0,4.59,1.48,138,4
Dallas Keuchel,HOU,153.2,5.15,1.54,123,6
Jordan Lyles,HOU,141.2,5.59,1.51,93,7
Lucas Harrell,HOU,153.2,5.86,1.70,89,6
Brad Peacock,HOU,83.1,5.18,1.38,77,5
Paul Clemens,HOU,73.1,5.40,1.47,49,4
Brett Oberholtzer,HOU,71.2,2.76,1.10,45,4
José Cisnero,HOU,43.2,4.12,1.63,41,2
Josh Fields,HOU,38.0,4.97,1.29,40,1
Philip Humber,HOU,54.2,7.90,1.74,36,0
