playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Marcus Semien,TEX,657,.248,.304,.429,.733
Adolis García,TEX,605,.250,.300,.456,.756
Corey Seager,TEX,593,.245,.317,.455,.772
Nathaniel Lowe,TEX,593,.302,.358,.492,.850
Jonah Heim,TEX,406,.227,.298,.399,.697
Kole Calhoun,TEX,388,.196,.257,.330,.587
Leody Taveras,TEX,314,.261,.309,.366,.675
Brad Miller,TEX,222,.212,.270,.320,.590
Josh Smith,TEX,213,.197,.307,.249,.556
Ezequiel Duran,TEX,208,.236,.277,.365,.642
Mitch Garver,TEX,188,.207,.298,.404,.702
