playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Dansby Swanson,ATL,237,.274,.345,.464,.809
Marcell Ozuna,ATL,228,.338,.431,.636,1.067
Freddie Freeman,ATL,214,.341,.462,.640,1.102
Adam Duvall,ATL,190,.237,.301,.532,.833
Austin Riley,ATL,188,.239,.301,.415,.716
Travis d'Arnaud,ATL,165,.321,.386,.533,.919
Ronald Acuña Jr.,ATL,160,.250,.406,.581,.987
Nick Markakis,ATL,130,.254,.312,.392,.704
Johan Camargo,ATL,120,.200,.244,.367,.611
Ozzie Albies,ATL,118,.271,.306,.466,.772
Ender Inciarte,ATL,116,.190,.262,.250,.512
