playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Fernando Viña,STL,622,.270,.333,.338,.671
Albert Pujols,STL,590,.314,.394,.561,.955
Scott Rolen,STL,580,.266,.357,.503,.860
Edgar Renteria,STL,544,.305,.364,.439,.803
Tino Martinez,STL,511,.262,.337,.438,.775
Jim Edmonds,STL,476,.311,.420,.561,.981
J.D. Drew,STL,424,.252,.349,.429,.778
Eli Marrero,STL,397,.262,.327,.451,.778
Mike Matheny,STL,315,.244,.313,.317,.630
Miguel Cairo,STL,184,.250,.307,.353,.660
Kerry Robinson,STL,181,.260,.301,.359,.660
