playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Robinson Canó,NYY,623,.302,.349,.533,.882
Mark Teixeira,NYY,589,.248,.341,.494,.835
Curtis Granderson,NYY,583,.262,.364,.552,.916
Derek Jeter,NYY,546,.297,.355,.388,.743
Nick Swisher,NYY,526,.260,.374,.449,.823
Brett Gardner,NYY,510,.259,.345,.369,.714
Russell Martin,NYY,417,.237,.324,.408,.732
Alex Rodriguez,NYY,373,.276,.362,.461,.823
Jorge Posada,NYY,344,.235,.315,.398,.713
Eduardo Núñez,NYY,309,.265,.313,.385,.698
Andruw Jones,NYY,190,.247,.356,.495,.851
