playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Ichiro Suzuki,SEA,680,.315,.359,.394,.753
Chone Figgins,SEA,602,.259,.340,.306,.646
Jose Lopez,SEA,593,.239,.270,.339,.609
Franklin Gutierrez,SEA,568,.245,.303,.363,.666
Casey Kotchman,SEA,414,.217,.280,.336,.616
Russell Branyan,SEA,376,.237,.323,.487,.810
Josh Wilson,SEA,361,.227,.278,.294,.572
Justin Smoak,SEA,348,.218,.307,.371,.678
Michael Saunders,SEA,289,.211,.295,.367,.662
Milton Bradley,SEA,244,.205,.292,.348,.640
Adam Moore,SEA,205,.195,.230,.283,.513
