playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Francisco Lindor,CLE,661,.277,.352,.519,.871
José Ramírez,CLE,578,.270,.387,.552,.939
Michael Brantley,CLE,570,.309,.364,.468,.832
Jason Kipnis,CLE,530,.230,.315,.389,.704
Yonder Alonso,CLE,516,.250,.317,.421,.738
Edwin Encarnación,CLE,500,.246,.336,.474,.810
Yan Gomes,CLE,403,.266,.313,.449,.762
Leonys Martin,CLE,318,.255,.323,.425,.748
Greg Allen,CLE,265,.257,.310,.343,.653
Melky Cabrera,CLE,250,.280,.335,.420,.755
Rajai Davis,CLE,196,.224,.278,.281,.559
