playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Prince Fielder,DET,624,.279,.362,.457,.819
Torii Hunter,DET,606,.304,.334,.465,.799
Victor Martinez,DET,605,.301,.355,.430,.785
Miguel Cabrera,DET,555,.348,.442,.636,1.078
Austin Jackson,DET,552,.272,.337,.417,.754
Omar Infante,DET,453,.318,.345,.450,.795
Andy Dirks,DET,438,.256,.323,.363,.686
Jhonny Peralta,DET,409,.303,.358,.457,.815
Jose Iglesias,DET,350,.303,.349,.386,.735
Alex Avila,DET,330,.227,.317,.376,.693
Brayan Peña,DET,229,.297,.315,.397,.712
