playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Tony Batista,BAL,579,.238,.280,.435,.715
Jerry Hairston Jr.,BAL,532,.233,.305,.344,.649
Jeff Conine,BAL,524,.311,.386,.443,.829
Chris Richard,BAL,483,.265,.335,.435,.770
Cal Ripken Jr.,BAL,477,.239,.276,.361,.637
Melvin Mora,BAL,436,.250,.329,.362,.691
Brady Anderson,BAL,430,.202,.311,.300,.611
Brook Fordyce,BAL,292,.209,.268,.322,.590
David Segui,BAL,292,.301,.406,.473,.879
Brian Roberts,BAL,273,.253,.284,.341,.625
Mike Bordick,BAL,229,.249,.314,.397,.711
