playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Cristian Guzman,MIN,576,.274,.309,.384,.693
Lew Ford,MIN,569,.299,.381,.446,.827
Jacque Jones,MIN,555,.254,.315,.427,.742
Torii Hunter,MIN,520,.271,.330,.475,.805
Corey Koskie,MIN,422,.251,.342,.495,.837
Shannon Stewart,MIN,378,.304,.380,.447,.827
Michael Cuddyer,MIN,339,.263,.339,.440,.779
Luis Rivas,MIN,336,.256,.283,.432,.715
Henry Blanco,MIN,315,.206,.260,.368,.628
Justin Morneau,MIN,280,.271,.340,.536,.876
Matthew LeCroy,MIN,264,.269,.321,.424,.745
