playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Jesús Luzardo,MIA,178.2,3.58,1.21,208,10
Braxton Garrett,MIA,159.2,3.66,1.15,156,9
Sandy Alcantara,MIA,184.2,4.14,1.21,151,7
Edward Cabrera,MIA,99.2,4.24,1.44,118,7
Eury Pérez,MIA,91.1,3.15,1.13,108,5
Tanner Scott,MIA,78.0,2.31,0.99,104,9
David Robertson,MIA,65.1,3.03,1.19,78,6
A.J. Puk,MIA,56.2,3.97,1.18,78,7
Andrew Nardi,MIA,57.1,2.67,1.15,73,8
Steven Okert,MIA,58.2,4.45,1.26,73,3
