playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Ramon Ortiz,WSH,190.2,5.57,1.54,104,11
Tony Armas,WSH,154.0,5.03,1.50,97,9
Jon Rauch,WSH,91.1,3.35,1.25,86,4
Chad Cordero,WSH,73.1,3.19,1.10,69,7
Michael O'Connor,WSH,105.0,4.80,1.34,59,3
Jason Bergmann,WSH,64.2,6.68,1.67,54,0
John Patterson,WSH,40.2,4.43,1.11,42,1
Pedro Astacio,WSH,90.1,5.98,1.55,42,5
Saul Rivera,WSH,60.1,3.43,1.51,41,3
Chris Schroder,WSH,28.1,6.35,1.34,39,0
