playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Alfonso Soriano,WSH,647,.277,.351,.560,.911
Felipe Lopez,WSH,617,.274,.358,.381,.739
Ryan Zimmerman,WSH,614,.287,.351,.471,.822
Austin Kearns,WSH,537,.264,.363,.467,.830
Nick Johnson,WSH,500,.290,.428,.520,.948
Jose Vidro,WSH,463,.289,.348,.395,.743
Brian Schneider,WSH,410,.256,.320,.329,.649
Jose Guillen,WSH,241,.216,.276,.398,.674
Marlon Byrd,WSH,197,.223,.317,.350,.667
Ryan Church,WSH,196,.276,.366,.526,.892
Luis Matos,WSH,136,.206,.270,.331,.601
