playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Omar Vizquel,CLE,582,.275,.341,.418,.759
Ellis Burks,CLE,518,.301,.362,.541,.903
Jim Thome,CLE,480,.304,.445,.677,1.122
Matt Lawton III,CLE,416,.236,.342,.399,.741
Travis Fryman,CLE,397,.217,.292,.350,.642
Lee Stevens,CLE,358,.204,.305,.377,.682
Ricky Gutierrez,CLE,353,.275,.325,.346,.671
Milton Bradley,CLE,325,.249,.317,.406,.723
Einar Díaz,CLE,320,.206,.258,.284,.542
John McDonald,CLE,264,.250,.288,.326,.614
Chris Magruder,CLE,258,.217,.261,.353,.614
