playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Prince Fielder,MIL,569,.299,.415,.566,.981
Ryan Braun,MIL,563,.332,.397,.597,.994
Yuniesky Betancourt,MIL,556,.252,.271,.381,.652
Casey McGehee,MIL,546,.223,.280,.346,.626
Corey Hart,MIL,492,.285,.356,.510,.866
Rickie Weeks Jr.,MIL,453,.269,.350,.468,.818
Jonathan Lucroy,MIL,430,.265,.313,.391,.704
Nyjer Morgan,MIL,378,.304,.357,.421,.778
Jerry Hairston Jr.,MIL,337,.270,.344,.383,.727
Mark Kotsay,MIL,233,.270,.329,.373,.702
Carlos Gómez,MIL,231,.225,.276,.403,.679
