playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Ian Desmond,WSH,584,.253,.298,.358,.656
Danny Espinosa,WSH,573,.236,.323,.414,.737
Jayson Werth,WSH,561,.232,.330,.389,.719
Michael Morse,WSH,522,.303,.360,.550,.910
Ryan Zimmerman,WSH,395,.289,.355,.443,.798
Wilson Ramos,WSH,389,.267,.334,.445,.779
Rick Ankiel,WSH,380,.239,.296,.363,.659
Laynce Nix,WSH,324,.250,.299,.451,.750
Jonny Gomes,WSH,311,.209,.325,.389,.714
Roger Bernadina,WSH,309,.243,.301,.362,.663
Alex Cora,WSH,156,.224,.287,.276,.563
