playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Jeffrey Springs,ATH,171.0,4.11,1.21,138,11
Luis Severino,ATH,162.2,4.54,1.30,124,8
Jacob Lopez,ATH,92.2,4.08,1.27,113,7
J.T. Ginn,ATH,90.1,5.08,1.36,99,4
Sean Newcomb,ATH,92.1,2.73,1.35,91,2
Justin Sterner,ATH,65.0,3.18,1.05,70,4
Osvaldo Bido,ATH,79.2,5.87,1.61,68,2
Mitch Spence,ATH,84.2,5.10,1.44,66,3
Hogan Harris,ATH,64.2,3.20,1.35,65,2
Tyler Ferguson,ATH,58.0,4.66,1.33,54,4
