playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Asdrúbal Cabrera,CLE,604,.273,.332,.460,.792
Carlos Santana,CLE,552,.239,.351,.457,.808
Kosuke Fukudome,CLE,530,.262,.342,.370,.712
Michael Brantley,CLE,451,.266,.318,.384,.702
Matt LaPorta,CLE,352,.247,.299,.412,.711
Travis Hafner,CLE,325,.280,.361,.449,.810
Jack Hannahan,CLE,320,.250,.331,.388,.719
Shin-Soo Choo,CLE,313,.259,.344,.390,.734
Jim Thome,CLE,277,.256,.361,.477,.838
Grady Sizemore,CLE,268,.224,.285,.422,.707
Lou Marson,CLE,243,.230,.300,.296,.596
