playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Julio Urías,LAD,175.0,2.16,0.96,166,17
Tyler Anderson,LAD,178.2,2.57,1.00,138,15
Clayton Kershaw,LAD,126.1,2.28,0.94,137,12
Tony Gonsolin,LAD,130.1,2.14,0.87,119,16
Andrew Heaney,LAD,72.2,3.10,1.09,110,4
Alex Vesia,LAD,54.1,2.15,1.12,79,5
Evan Phillips,LAD,63.0,1.14,0.76,77,7
Chris Martin,LAD,56.0,3.05,0.98,74,4
Craig Kimbrel,LAD,60.0,3.75,1.32,72,6
Phil Bickford,LAD,61.0,4.72,1.10,67,2
