playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Ichiro Suzuki,SEA,695,.322,.370,.416,.786
Raul Ibanez,SEA,626,.289,.353,.516,.869
Adrian Beltré,SEA,620,.268,.328,.465,.793
Jose Lopez,SEA,603,.282,.319,.405,.724
Richie Sexson,SEA,591,.264,.338,.504,.842
Yuniesky Betancourt,SEA,558,.289,.310,.403,.713
Kenji Johjima,SEA,506,.291,.332,.451,.783
Ben Broussard,SEA,432,.289,.331,.484,.815
Carl Everett,SEA,308,.227,.297,.360,.657
Willie Bloomquist,SEA,251,.247,.320,.299,.619
Jeremy Reed,SEA,212,.217,.260,.377,.637
