playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Robinson Canó,SEA,624,.287,.334,.446,.780
Kyle Seager,SEA,623,.266,.328,.451,.779
Nelson Cruz,SEA,590,.302,.369,.566,.935
Mark Trumbo,SEA,508,.262,.310,.449,.759
Logan Morrison,SEA,457,.225,.302,.383,.685
Brad Miller,SEA,438,.258,.329,.402,.731
Seth Smith,SEA,395,.248,.330,.443,.773
Mike Zunino,SEA,350,.174,.230,.300,.530
Ketel Marte,SEA,219,.283,.351,.402,.753
Franklin Gutierrez,SEA,171,.292,.354,.620,.974
Jesús Sucre,SEA,127,.157,.195,.228,.423
