playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Willy Taveras,HOU,592,.291,.325,.341,.666
Craig Biggio,HOU,590,.264,.325,.468,.793
Adam Everett,HOU,549,.248,.290,.364,.654
Morgan Ensberg,HOU,526,.283,.388,.557,.945
Jason Lane,HOU,517,.267,.316,.499,.815
Lance Berkman,HOU,468,.293,.411,.524,.935
Brad Ausmus,HOU,387,.258,.351,.331,.682
Mike Lamb,HOU,322,.236,.284,.419,.703
Chris Burke,HOU,318,.248,.309,.368,.677
Orlando Palmeiro,HOU,204,.284,.341,.431,.772
Jose Vizcaino,HOU,187,.246,.299,.337,.636
