playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Bryan Reynolds,PIT,587,.245,.318,.402,.720
Andrew McCutchen,PIT,477,.239,.333,.367,.700
Oneil Cruz,PIT,471,.200,.298,.378,.676
Tommy Pham,PIT,392,.245,.330,.370,.700
Nick Gonzales,PIT,381,.260,.299,.362,.661
Spencer Horwitz,PIT,364,.272,.353,.434,.787
Jared Triolo,PIT,331,.227,.311,.356,.667
Joey Bart,PIT,285,.249,.355,.340,.695
Henry Davis,PIT,252,.167,.234,.278,.512
Alexander Canario,PIT,216,.218,.274,.338,.612
Jack Suwinski,PIT,150,.147,.281,.253,.534
