playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Brian Dozier,MIN,628,.236,.307,.444,.751
Joe Mauer,MIN,592,.265,.338,.380,.718
Trevor Plouffe,MIN,573,.244,.307,.435,.742
Torii Hunter,MIN,521,.240,.293,.409,.702
Eddie Rosario,MIN,453,.267,.289,.459,.748
Kurt Suzuki,MIN,433,.240,.296,.314,.610
Eduardo Escobar,MIN,409,.262,.309,.445,.754
Aaron Hicks,MIN,352,.256,.323,.398,.721
Miguel Sanó,MIN,279,.269,.385,.530,.915
Danny Santana,MIN,261,.215,.241,.291,.532
Eduardo Núñez,MIN,188,.282,.327,.431,.758
