playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Shawn Green,LA,619,.297,.372,.598,.970
Mark Grudzielanek,LA,539,.271,.317,.393,.710
Gary Sheffield,LA,515,.311,.417,.583,1.000
Adrian Beltré,LA,475,.265,.310,.411,.721
Paul Lo Duca,LA,460,.320,.374,.543,.917
Marquis Grissom,LA,448,.221,.250,.404,.654
Eric Karros,LA,438,.235,.303,.388,.691
Alex Cora,LA,405,.217,.285,.306,.591
Tom Goodwin,LA,286,.231,.286,.336,.622
Jeff Reboulet,LA,214,.266,.367,.397,.764
Chad Kreuter,LA,191,.215,.355,.377,.732
