playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
José Reyes,NYM,696,.273,.300,.386,.686
Carlos Beltrán,NYM,582,.266,.330,.414,.744
David Wright,NYM,575,.306,.388,.523,.911
Cliff Floyd,NYM,550,.273,.358,.505,.863
Mike Piazza,NYM,398,.251,.326,.452,.778
Miguel Cairo,NYM,327,.251,.296,.324,.620
Mike Cameron,NYM,308,.273,.342,.477,.819
Victor Diaz,NYM,280,.257,.329,.468,.797
Doug Mientkiewicz,NYM,275,.240,.322,.407,.729
Kazuo Matsui,NYM,267,.255,.300,.352,.652
Marlon Anderson,NYM,235,.264,.316,.391,.707
