playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Marcus Semien,TEX,670,.276,.348,.478,.826
Nathaniel Lowe,TEX,623,.262,.360,.414,.774
Adolis García,TEX,555,.245,.328,.508,.836
Leody Taveras,TEX,511,.266,.312,.421,.733
Josh Jung,TEX,478,.266,.315,.467,.782
Corey Seager,TEX,477,.327,.390,.623,1.013
Jonah Heim,TEX,457,.258,.317,.438,.755
Ezequiel Duran,TEX,406,.276,.324,.443,.767
Robbie Grossman,TEX,353,.238,.340,.394,.734
Mitch Garver,TEX,296,.270,.370,.500,.870
Travis Jankowski,TEX,247,.263,.357,.332,.689
