playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Orlando Cabrera,MIN,656,.284,.316,.389,.705
Michael Cuddyer,MIN,588,.276,.342,.520,.862
Denard Span,MIN,578,.311,.392,.415,.807
Joe Mauer,MIN,523,.365,.444,.587,1.031
Jason Kubel,MIN,514,.300,.369,.539,.908
Justin Morneau,MIN,508,.274,.363,.516,.879
Brendan Harris,MIN,414,.261,.310,.362,.672
Delmon Young,MIN,395,.284,.308,.425,.733
Nick Punto,MIN,359,.228,.337,.284,.621
Joe Crede,MIN,333,.225,.289,.414,.703
Carlos Gómez,MIN,315,.229,.287,.337,.624
