playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Bryan Reynolds,PIT,622,.275,.344,.447,.791
Bryan De La Cruz,PIT,584,.233,.271,.384,.655
Oneil Cruz,PIT,541,.259,.324,.449,.773
Isiah Kiner-Falefa,PIT,465,.269,.306,.376,.682
Andrew McCutchen,PIT,448,.232,.328,.411,.739
Jared Triolo,PIT,394,.216,.296,.315,.611
Rowdy Tellez,PIT,383,.243,.299,.392,.691
Ke'Bryan Hayes,PIT,365,.233,.283,.290,.573
Connor Joe,PIT,364,.228,.320,.368,.688
Nick Gonzales,PIT,359,.270,.311,.398,.709
Michael A. Taylor,PIT,269,.193,.253,.290,.543
