playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Ichiro Suzuki,SEA,679,.303,.350,.436,.786
Raul Ibanez,SEA,614,.280,.355,.436,.791
Adrian Beltré,SEA,603,.255,.303,.413,.716
Richie Sexson,SEA,558,.263,.369,.541,.910
Jeremy Reed,SEA,488,.254,.322,.352,.674
Willie Bloomquist,SEA,249,.257,.289,.333,.622
Michael Morse,SEA,230,.278,.349,.370,.719
Yuniesky Betancourt,SEA,211,.256,.296,.370,.666
Yorvit Torrealba,SEA,201,.234,.297,.338,.635
Jose Lopez,SEA,190,.247,.282,.379,.661
Greg Dobbs,SEA,142,.246,.288,.331,.619
