playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Carlos Lee,HOU,585,.275,.342,.446,.788
Clint Barmes,HOU,446,.244,.312,.386,.698
Chris Johnson,HOU,378,.251,.291,.378,.669
Brett Wallace,HOU,336,.259,.334,.369,.703
Jordan Schafer,HOU,302,.242,.309,.315,.624
Angel Sanchez,HOU,288,.240,.305,.285,.590
Humberto Quintero,HOU,262,.240,.258,.317,.575
Jason Bourgeois,HOU,238,.294,.323,.357,.680
Jose Altuve,HOU,221,.276,.297,.357,.654
J.D. Martinez,HOU,208,.274,.319,.423,.742
Matt Downs,HOU,199,.276,.347,.518,.865
