playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Kevin Gausman,BAL,179.2,3.61,1.28,174,9
Chris Tillman,BAL,172.0,3.77,1.28,140,16
Wade Miley,BAL,166.0,5.37,1.42,137,9
Ubaldo Jiménez,BAL,142.1,5.44,1.56,125,8
Dylan Bundy,BAL,109.2,4.02,1.38,104,10
Mychal Givens,BAL,74.2,3.13,1.27,96,8
Brad Brach,BAL,79.0,2.05,1.04,92,10
Yovani Gallardo,BAL,118.0,5.42,1.58,85,6
Zack Britton,BAL,67.0,0.54,0.84,74,2
Vance Worley,BAL,86.2,3.53,1.37,56,2
