playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Adam Frazier,PIT,209,.230,.297,.364,.661
Josh Bell,PIT,195,.226,.305,.364,.669
Bryan Reynolds,PIT,185,.189,.275,.357,.632
Erik González,PIT,181,.227,.255,.359,.614
Colin Moran,PIT,178,.247,.325,.472,.797
Gregory Polanco,PIT,157,.153,.214,.325,.539
Kevin Newman,PIT,156,.224,.281,.276,.557
Jacob Stallings,PIT,125,.248,.326,.376,.702
Cole Tucker,PIT,109,.220,.252,.275,.527
Ke'Bryan Hayes,PIT,85,.376,.442,.682,1.124
José Osuna,PIT,78,.205,.244,.397,.641
