playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Joe Musgrove,PIT,39.2,3.86,1.24,55,1
Trevor Williams,PIT,55.1,6.18,1.57,49,2
JT Brubaker,PIT,47.1,4.94,1.37,48,1
Derek Holland,PIT,40.2,6.86,1.40,45,1
Chad Kuhl,PIT,46.1,4.27,1.36,44,2
Chris Stratton,PIT,30.0,3.90,1.30,39,2
Steven Brault,PIT,42.2,3.38,1.20,38,1
Richard Rodríguez,PIT,23.1,2.70,0.86,34,3
Sam Howard,PIT,21.0,3.86,1.24,27,2
Dovydas Neverauskas,PIT,19.0,7.11,1.79,23,0
