playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Hunter Pence,HOU,614,.282,.325,.461,.786
Carlos Lee,HOU,605,.246,.291,.417,.708
Michael Bourn,HOU,535,.265,.341,.346,.687
Jeff Keppinger,HOU,514,.288,.351,.393,.744
Chris Johnson,HOU,341,.308,.337,.481,.818
Humberto Quintero,HOU,265,.234,.262,.317,.579
Tommy Manzella,HOU,258,.225,.267,.264,.531
Angel Sanchez,HOU,253,.277,.312,.344,.656
Geoff Blum,HOU,202,.267,.321,.356,.677
Jason Castro,HOU,195,.205,.286,.287,.573
Jason Michaels,HOU,186,.253,.310,.468,.778
