playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Troy Tulowitzki,COL,537,.302,.372,.544,.916
Carlos González,COL,481,.295,.363,.526,.889
Dexter Fowler,COL,481,.266,.363,.432,.795
Mark Ellis,COL,480,.248,.288,.346,.634
Seth Smith,COL,476,.284,.347,.483,.830
Todd Helton,COL,421,.302,.385,.466,.851
Ty Wigginton,COL,401,.242,.315,.416,.731
Chris Iannetta,COL,345,.238,.370,.414,.784
Jonathan Herrera,COL,281,.242,.313,.299,.612
Kevin Kouzmanoff,COL,234,.235,.284,.372,.656
Ryan Spilborghs,COL,200,.210,.283,.305,.588
