playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Rafael Furcal,ATL,616,.284,.348,.429,.777
Andruw Jones,ATL,586,.263,.347,.575,.922
Marcus Giles,ATL,577,.291,.365,.461,.826
Adam LaRoche,ATL,451,.259,.320,.455,.775
Chipper Jones Jr.,ATL,358,.296,.412,.556,.968
Johnny Estrada,ATL,357,.261,.303,.367,.670
Ryan Langerhans,ATL,326,.267,.348,.426,.774
Todd Hollandsworth,ATL,303,.244,.298,.373,.671
Kelly Johnson,ATL,290,.241,.334,.397,.731
Jeff Francoeur,ATL,257,.300,.336,.549,.885
Wilson Betemit,ATL,246,.305,.359,.435,.794
