playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Grady Sizemore,CLE,640,.289,.348,.484,.832
Coco Crisp,CLE,594,.300,.345,.465,.810
Victor Martinez,CLE,547,.305,.378,.475,.853
Ronnie Belliard,CLE,536,.284,.325,.450,.775
Casey Blake,CLE,523,.241,.308,.438,.746
Aaron Boone,CLE,511,.243,.299,.378,.677
Jhonny Peralta,CLE,504,.292,.366,.520,.886
Travis Hafner,CLE,486,.305,.408,.595,1.003
Ben Broussard,CLE,466,.255,.307,.464,.771
José Hernández,CLE,234,.231,.277,.338,.615
Jason Dubois,CLE,187,.235,.292,.444,.736
