playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Nathan Eovaldi,TEX,170.2,3.80,1.11,166,12
Andrew Heaney,TEX,160.0,4.28,1.25,159,5
David Robertson,TEX,72.0,3.00,1.11,99,3
Dane Dunning,TEX,95.0,5.31,1.44,91,5
José Leclerc,TEX,66.2,4.32,1.32,89,6
Jon Gray,TEX,102.2,4.47,1.31,86,5
Kirby Yates,TEX,61.2,1.17,0.83,85,7
José Ureña,TEX,109.0,3.80,1.32,70,5
Andrew Chafin,TEX,56.1,3.51,1.47,70,4
Cody Bradford,TEX,76.1,3.54,1.01,70,6
