playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Marcus Semien,TEX,650,.237,.308,.391,.699
Adolis García,TEX,580,.224,.284,.400,.684
Josh Smith,TEX,523,.258,.337,.394,.731
Wyatt Langford,TEX,499,.253,.325,.415,.740
Nathaniel Lowe,TEX,486,.265,.361,.401,.762
Leody Taveras,TEX,480,.229,.289,.352,.641
Corey Seager,TEX,475,.278,.353,.512,.865
Jonah Heim,TEX,459,.220,.267,.336,.603
Carson Kelly,TEX,281,.238,.313,.374,.687
Ezequiel Duran,TEX,268,.246,.288,.321,.609
Travis Jankowski,TEX,190,.200,.266,.242,.508
