playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Jeff Francoeur,ATL,651,.260,.293,.449,.742
Edgar Renteria,ATL,598,.293,.361,.436,.797
Andruw Jones,ATL,565,.262,.363,.531,.894
Marcus Giles,ATL,550,.262,.341,.387,.728
Adam LaRoche,ATL,492,.285,.354,.561,.915
Brian McCann,ATL,442,.333,.388,.572,.960
Chipper Jones Jr.,ATL,411,.324,.409,.596,1.005
Ryan Langerhans,ATL,315,.241,.350,.378,.728
Matt Diaz,ATL,297,.327,.364,.475,.839
Willy Aybar,ATL,243,.280,.364,.403,.767
Pete Orr,ATL,154,.253,.277,.344,.621
