playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Miguel Cabrera,DET,622,.330,.393,.606,.999
Prince Fielder,DET,581,.313,.412,.528,.940
Delmon Young,DET,574,.267,.296,.411,.707
Omar Infante,DET,554,.274,.300,.419,.719
Austin Jackson,DET,543,.300,.377,.479,.856
Jhonny Peralta,DET,531,.239,.305,.384,.689
Brennan Boesch,DET,470,.240,.286,.372,.658
Alex Avila,DET,367,.243,.352,.384,.736
Andy Dirks,DET,314,.322,.370,.487,.857
Quintin Berry,DET,291,.258,.330,.354,.684
Ramon Santiago,DET,228,.206,.283,.272,.555
