playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Andrew McCutchen,PIT,598,.256,.336,.430,.766
Gregory Polanco,PIT,527,.258,.323,.463,.786
Jordy Mercer,PIT,519,.256,.328,.374,.702
Starling Marte,PIT,489,.311,.362,.456,.818
Josh Harrison,PIT,487,.283,.311,.388,.699
David Freese,PIT,437,.270,.352,.412,.764
John Jaso,PIT,380,.268,.353,.413,.766
Francisco Cervelli,PIT,326,.264,.377,.322,.699
Jung Ho Kang,PIT,318,.255,.354,.513,.867
Sean Rodríguez,PIT,300,.270,.349,.510,.859
Matt Joyce,PIT,231,.242,.403,.463,.866
