playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Félix Hernández,SEA,190.1,3.92,1.38,165,14
Miguel Batista,SEA,193.0,4.29,1.52,133,16
Jarrod Washburn,SEA,193.2,4.32,1.38,114,10
J.J. Putz,SEA,71.2,1.38,0.70,82,6
Jeff Weaver,SEA,146.2,6.20,1.53,80,7
Brandon Morrow,SEA,63.1,4.12,1.67,66,3
George Sherrill,SEA,45.2,2.36,0.99,56,2
Sean Green,SEA,68.0,3.84,1.63,53,5
Cha Seung Baek,SEA,73.1,5.15,1.38,49,4
Ryan Rowland-Smith,SEA,38.2,3.96,1.40,42,1
