playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Jose Altuve,HOU,660,.341,.377,.453,.830
Matt Dominguez,HOU,564,.215,.256,.330,.586
Chris Carter,HOU,507,.227,.308,.491,.799
Jason Castro,HOU,465,.222,.286,.366,.652
Dexter Fowler,HOU,434,.276,.375,.399,.774
Robbie Grossman,HOU,360,.233,.337,.333,.670
Jon Singleton,HOU,310,.168,.285,.335,.620
George Springer,HOU,295,.231,.336,.468,.804
Marwin Gonzalez,HOU,285,.277,.327,.400,.727
Jonathan Villar,HOU,263,.209,.267,.354,.621
Alex Presley,HOU,254,.244,.281,.346,.627
