playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Ozzie Albies,ATL,629,.259,.310,.488,.798
Freddie Freeman,ATL,600,.300,.393,.503,.896
Austin Riley,ATL,590,.303,.367,.531,.898
Dansby Swanson,ATL,588,.248,.311,.449,.760
Jorge Soler,ATL,516,.223,.316,.432,.748
Adam Duvall,ATL,513,.228,.281,.491,.772
Joc Pederson,ATL,429,.238,.310,.422,.732
Eddie Rosario,ATL,379,.259,.305,.435,.740
Guillermo Heredia,ATL,305,.220,.311,.354,.665
Ronald Acuña Jr.,ATL,297,.283,.394,.596,.990
Stephen Vogt,ATL,210,.195,.283,.333,.616
