playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Marcus Semien,OAK,657,.285,.369,.522,.891
Matt Chapman,OAK,583,.249,.342,.506,.848
Matt Olson,OAK,483,.267,.351,.545,.896
Khris Davis,OAK,481,.220,.293,.387,.680
Jurickson Profar,OAK,459,.218,.301,.410,.711
Ramón Laureano,OAK,434,.288,.340,.521,.861
Robbie Grossman,OAK,420,.240,.334,.348,.682
Mark Canha,OAK,410,.273,.396,.517,.913
Stephen Piscotty,OAK,357,.249,.309,.412,.721
Chad Pinder,OAK,341,.240,.290,.416,.706
Josh Phegley,OAK,314,.239,.282,.411,.693
