playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Dustin Pedroia,BOS,626,.296,.371,.447,.818
Jacoby Ellsbury,BOS,624,.301,.355,.415,.770
Victor Martinez,BOS,588,.303,.381,.480,.861
David Ortiz,BOS,541,.238,.332,.462,.794
Jason Bay,BOS,531,.267,.384,.537,.921
Kevin Youkilis,BOS,491,.305,.413,.548,.961
J.D. Drew,BOS,452,.279,.392,.522,.914
Mike Lowell,BOS,445,.290,.337,.474,.811
Alex Gonzalez,BOS,391,.238,.279,.355,.634
Casey Kotchman,BOS,385,.268,.339,.382,.721
Jason Varitek,BOS,364,.209,.313,.390,.703
