playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Jeff Francoeur,NYM,593,.280,.309,.423,.732
David Wright,NYM,535,.307,.390,.447,.837
Daniel Murphy,NYM,508,.266,.313,.427,.740
Luis Castillo,NYM,486,.302,.387,.346,.733
Anderson Hernandez,NYM,366,.251,.312,.339,.651
Ángel Pagán,NYM,343,.306,.350,.487,.837
Fernando Tatis,NYM,340,.282,.339,.438,.777
Carlos Beltrán,NYM,308,.325,.415,.500,.915
Omir Santos,NYM,281,.260,.296,.391,.687
Alex Cora,NYM,271,.251,.320,.310,.630
Gary Sheffield,NYM,268,.276,.372,.451,.823
