playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Randal Grichuk,TOR,586,.232,.280,.457,.737
Vladimir Guerrero Jr.,TOR,464,.272,.339,.433,.772
Brandon Drury,TOR,418,.218,.262,.380,.642
Teoscar Hernández,TOR,417,.230,.306,.472,.778
Justin Smoak,TOR,414,.208,.342,.406,.748
Rowdy Tellez,TOR,370,.227,.293,.449,.742
Cavan Biggio,TOR,354,.234,.364,.429,.793
Danny Jansen,TOR,347,.207,.279,.360,.639
Lourdes Gurriel Jr.,TOR,314,.277,.327,.541,.868
Billy McKinney,TOR,251,.215,.274,.422,.696
Bo Bichette,TOR,196,.311,.358,.571,.929
